full_date,date,weekday,time,mood,activities,note_title,note
2021-03-21,Mar 21,Sunday,9:53 PM,almost Rad,work | friends | gaming | tv show | college | Other Sports | church | prayer | mountain dew,"","Mid service essay, third scrutiny, got Sophie’s number, Camino Meeting after mass, lunch with Gabriella and Sebastian, Overwatch with Zach and Cameron, football with Steve and Jon went for a lot of long routes, going to be roommates with Jon next year, best 7 day streak?, prayer outside looking at moon, "
2021-03-20,Mar 20,Saturday,11:29 PM,Solid,friends | reading | gaming | dming caitlin | college | chest / core | ultimate frisbee | prayer | mountain dew,"","First day out of quarantine, mindset needs to not be on going after girls, ultimate frisbee, no scores but good defense, super sore, talk with Cameron about afterlife, watched Yesday, UCLA won "
2021-03-19,Mar 19,Friday,10:55 PM,okay,friends | reading | gaming | school | dming caitlin | tv show | college | chest / core | prayer | no sugary treats | Sleep < 7,"","March madness, final day of quarantine, THEO mid-term, asked Caitlin for advice about Mary, I need to pump breaks on feelings "
2021-03-18,Mar 18,Thursday,9:48 PM,Solid,friends | gaming | school | dming caitlin | tv show | # | college | chest / core | rcia  | prayer,"","80% on math quiz, brain fried after long EDUC class, messed around with Jude during RCIA, texted Mary a couple times about mid term, UCLA game while texting Mary, #7"
2021-03-17,Mar 17,Wednesday,10:56 PM,Solid,family | friends | reading | gaming | school | tv show | college | chest / core | prayer | mountain dew | Sleep > 9,"","Math is hard, talked about THEO movie with Mary, got dating advice from Jude Mom and Dad"
2021-03-16,Mar 16,Tuesday,9:14 PM,rad,friends | reading | gaming | tv show | college | volunteer | chest / core | prayer,"","Vaccinated first shot, super happy moment in morning knowing about vaccine and Mary, watched movie with Mary and got her #, first time outside in a long time, catching feelings for Mary really hope it works out"
2021-03-15,Mar 15,Monday,11:15 PM,rad,friends | reading | gaming | school | dming caitlin | tv show | college | chest / core | prayer | mountain dew | Sleep > 9,"","Recorded COSC video, Tess stalled math class the whole period, awesome talk with Steve Calme, little worried about feelings for Cait, major melon, email from Mary about studying together right after praying, amazing feeling song Feel Good, late night talking to Jon and Kyan"
2021-03-14,Mar 14,Sunday,9:08 PM,meh,friends | gaming | tv show | college | church | prayer | double dinner  | Sleep > 9,"","Got into a mood of lacking any motivation, little worried about feelings, March madness brackets opened, lots of Netflix, Alli asked me to cheat "
2021-03-13,Mar 13,Saturday,8:31 PM,okay,friends | reading | gaming | dming caitlin | college | chest / core | prayer | mountain dew,"","Half fountain juggling move, frustrated with math, vc with friends, learning faces like uwu, watched Snowden"
2021-03-12,Mar 12,Friday,12:00 AM,Solid,friends | reading | gaming | school | dming caitlin | tv show | # | college | chest / core | prayer | no sugary treats,"","Rough start #6, no audio in math Raina helped, long time dming Caitlin, random email from Daniel, new juggling trick, helped Raina with COSC project, watched Easy A"
2021-03-11,Mar 11,Thursday,11:15 PM,okay,friends | reading | gaming | school | dming caitlin | tv show | college | chest / core | church | rcia  | quiet time | prayer | mountain dew | Sleep > 9,"","Juggling, hard math quiz, couldn’t figure out the lab, amazing night felt at peace during 10 PM mass, Sophie comment about missing walking budy, I love God"
2021-03-10,Mar 10,Wednesday,8:52 PM,okay,friends | reading | gaming | tv show | college | chest / core | prayer | mountain dew | Sleep > 9,"","Laundry clothes wet, EDUC mid term, conversation with Blaha, Raina’s bf hates Mountain Dew, Tess weirdness level, bowling and punting, really want a girlfriend "
2021-03-09,Mar 9,Tuesday,9:36 PM,okay,friends | reading | school | dming caitlin | tv show | # | college | volunteer | chest / core | quiet time | prayer | Sleep > 9,"","Water bottle flips, McDonalds, memorized Our Father, feeling lonely, Zach saying waste time with friends "
2021-03-08,Mar 8,Monday,9:29 PM,okay,friends | reading | gaming | school | tv show | # | college | chest / core | prayer,"","Talked with Laurin during PHIL, trick shots with water bottle in trash, song “cool”, disappointed in my self for #4"
2021-03-07,Mar 7,Sunday,10:09 PM,Solid,friends | reading | gaming | dming caitlin | college | church | prayer | mountain dew | Sleep > 9,"","Virtual church, dancing, math Snapchat group chatting was highlight of day especially Raina, trouble with #, nba all star game Giannis and Curry"
2021-03-06,Mar 6,Saturday,11:05 PM,Solid,family | friends | reading | gaming | tv show | college | chest / core | rcia  | prayer | mountain dew,"","Would have played ultimate frisbee and went to basketball game, productive morning: exercise routine, school reading, stoicism, RCIA retreat, Chipotle from Mom almost had crisis, chilled in vc with Cameron watched bad movie(Crazy Stupid Love) "
2021-03-05,Mar 5,Friday,12:17 AM,Solid,family | friends | reading | gaming | school | tv show | college | chest / core | gym | prayer | no sugary treats,"","Covid test, no Raina in math :(, COSC project 2 was fun to work on, Covid test, Zach Wilson info, quarantined to hotel room, FaceTime with parents, fun time talking on discord "
2021-03-04,Mar 4,Thursday,10:06 PM,good,friends | school | dming caitlin | tv show | college | chest / core | gym | rcia  | quiet time | prayer | mountain dew,"","Shorts first half of day, studied hard memorizing shapes for math, got 100% on quiz when 3 others got different answers, figured out hard lab, won tickets to see Marquette game, marriage talk in RCIA, failed to get Sophie’s number, politics talk with Caitlin "
2021-03-03,Mar 3,Wednesday,9:46 PM,okay,work | friends | school | dming caitlin | tv show | college | chest / core | ultimate frisbee | prayer | double dinner ,"","Math and COSC hard, Straz smoothie, High of day was Raina scaring me in math, frisbee with Steve, really tired after work, politics talk with Cait, told Jude I’m gonna be able to handle Raina and Caitlin feelings "
2021-03-02,Mar 2,Tuesday,9:30 PM,okay,work | reading | gaming | school | dming caitlin | tv show | college | volunteer | chest / core | gym | quiet time | prayer | Sleep > 9,"","Thinking of getting back into MLB, math confusing, lovelytheband, not liking Raina is a test?"
2021-03-01,Mar 1,Monday,8:34 PM,Solid,reading | school | dming caitlin | tv show | chest / core | gym | prayer,"","Breakfast a Schroeder smoothie and breakfast sandwich Eric, COSC test, Raina still trying to jump scare me in math, spiritual director talked about Caitlin felt really good, put note under Raina’s door about a free shirt, I don’t think I should be liking Raina but I think I do"
2021-02-28,Feb 28,Sunday,8:21 PM,meh,friends | reading | gaming | tv show | college | church | prayer | mountain dew | Sleep > 9,"","Disappointing results with Sophie, nothing went as planned, doubting feelings for her, hung out with Eric Sebastion Gabriella after church, head hurt and confused most of day, for some reason head felt better at night"
2021-02-27,Feb 27,Saturday,9:37 PM,Solid,friends | gaming | dming caitlin | tv show | college | biking | chest / core | gym | prayer | mountain dew,"","Wrote stuff for EDUC, Maui Burst, football with Steve and John, gladiator moment in Minecraft, old life for a day, I’m scared of talking to Caitlin so much "
2021-02-26,Feb 26,Friday,8:19 PM,okay,friends | reading | gaming | school | dming caitlin | tv show | college | chest / core | gym | prayer | no sugary treats,"","Accidentally ate meat lunch, Math exam, conversation with Caitlin, feeling of emptiness "
2021-02-25,Feb 25,Thursday,10:12 PM,Solid,friends | school | college | chest / core | gym | rcia  | quiet time | prayer | mountain dew,"","Walk with Mary she walks very close to you, got the hang of Convergence and Divergence, 95% on quiz, random dog after math, couldn’t figure out COSC lab, attendance mandatory for lab, Joey said Caitlin is inviting me to server, waited back to walk with Sophie, fun night studying with Tess and Raina"
2021-02-24,Feb 24,Wednesday,9:28 PM,okay,work | reading | school | tv show | college | chest / core | gym | prayer,"","Study group idea for math, plan to hang with Gabriellas friends after church Sunday with hopefully Sophie, still need to let go of Raina, masters stats meeting, only one there got free advice, daily wire backstage, finished Da Vinci Code"
2021-02-23,Feb 23,Tuesday,9:44 PM,Solid,work | reading | gaming | school | college | volunteer | biking | chest / core | gym | quiet time | prayer | mountain dew,"","Shorts and short sleeve, little walk with Mary, one of my best beholdings, first time tutoring, met Sophia there, feelings for girls are confusing, feel good spiritually, watched Interstellar "
2021-02-22,Feb 22,Monday,9:55 PM,okay,friends | reading | gaming | school | college | chest / core | gym | prayer,"","Woke up every hour, got out of classes early, Jon’s b-day, first meeting with Spiritual director reflection session, the mystery of Abbie Lee on Instagram "
2021-02-21,Feb 21,Sunday,8:35 PM,good,friends | reading | gaming | walk with duns | college | church | prayer | mountain dew,"","Breakfast with Sophie 👀, father Duns as sponsor at mass, brought extra pen, walk with group to Cathedral, loudest response for rite of election, probably have feelings for Sophie"
2021-02-20,Feb 20,Saturday,10:43 PM,good,friends | reading | gaming | college | biking | chest / core | gym | prayer | mountain dew | double dew | Sleep > 9,"","Phil Essay and Girard, biking first time in a while, OG Dew, sledding with Jon and his friends, white out, vc Jude Cameron remembering time girl in Hawaii asked for my snap "
2021-02-19,Feb 19,Friday,9:11 PM,okay,friends | reading | gaming | school | tv show | college | chest / core | gym | prayer | no sugary treats | Sleep < 7,"","Idea from Jude to get job together, reusable bag for dinner, finished HIMYM"
2021-02-18,Feb 18,Thursday,9:45 PM,good,friends | school | tv show | college | chest / core | rcia  | quiet time | prayer | mountain dew | Sleep > 9,"","Ethan first time teaching, good walk with Mary, studied hard for math quiz got 100%, walk back with Tess and Raina, feelings for Raina going away, grilled cheese, merry mashup, hard lab ditched the in person, cold football with Steve and Jon, Father Duns as replacement sponsor, walk back with Sophie, her cheeks look very smooth, feelings?, songs: Represent and Sour, talking to Jon before bed"
2021-02-17,Feb 17,Wednesday,9:37 PM,okay,work | reading | gaming | school | tv show | college | chest / core | church | prayer,"","First day of lent, very hungry, found out Raina has a boyfriend :(, for Kawahi "
2021-02-16,Feb 16,Tuesday,11:14 PM,okay,work | friends | gaming | school | tv show | college | chest / core | gym | quiet time | double dinner ,"","Volunteer training, slow down, talked about girls with Jude, gotta find out if Raina has a boyfriend "
2021-02-15,Feb 15,Monday,9:23 PM,good,friends | reading | gaming | school | tv show | college | chest / core | gym,"","No COSC class, grinding for Kawahi, talk with Jude about Raina, going down to give Raina a cookie :), lent retreat and alcohol zoom"
2021-02-14,Feb 14,Sunday,10:05 PM,okay,friends | reading | gaming | tv show | college | church | mountain dew | double dinner ,"","Rite of anointing, 2k for a lot of hours, voltage, feeling lonely, binged How I Met Your Mother, I hope Ted gets Robin"
2021-02-13,Feb 13,Saturday,9:28 PM,Solid,friends | reading | gaming | tv show | college | chest / core | gym | mountain dew,"","2 hour training zoom session, black label, grinding 2k for Kawahi, watched some of To All the Boys..., went back to look at old Caitlin dms, I miss the idea of love "
2021-02-12,Feb 12,Friday,10:09 PM,okay,reading | gaming | school | tv show | college | chest / core | gym | quiet time | mountain dew,"","Light school work, basketball with Steve at gym, backwards half court shot, almost tried inviting myself to do whatever Raina was going to do, Merry Mashup, Watched the Purge and Before I Fell, calling to help the victim"
2021-02-11,Feb 11,Thursday,9:31 PM,Solid,family | friends | reading | school | tv show | college | chest / core | gym | rcia  | quiet time | mountain dew,"","Talked to Mary before class had to pee at end missed opportunity, busy day of constant working, Raina dropped ID ran to give it to her, lab in 15 minutes, first RCIA meeting with Jude, Jon got me Dews for b-day, Jude got me a black label"
2021-02-10,Feb 10,Wednesday,9:05 PM,good,reading | gaming | school | tv show | college | Blood Donation | chest / core | gym | mountain dew,"","Shortcut to AMU, walk with Raina,Gabriella, and Tess at once, talk about music with Raina, blood draw, all star blood donor 5 minutes 12 seconds, urge to fix knees again"
2021-02-09,Feb 9,Tuesday,9:28 PM,okay,work | reading | gaming | tv show | college | chest / core | gym | Sleep > 9,"","Day off from school, beholding #2, worked on school work first half of day, is Raina too similar to Caitlin?"
2021-02-08,Feb 8,Monday,9:42 PM,okay,friends | reading | gaming | school | tv show | college | chest / core | gym | mountain dew | no sugary treats | double dinner  | Sleep < 7,"","Took notes for Raina, my feelings for Raina are growing and I’m afraid of another disaster, started reading Da Vinci Code, readers pass for Daily Wire, Dating Asian people racist, back with protein powder, Maui Burst"
2021-02-07,Feb 7,Sunday,10:01 PM,meh,friends | gaming | walk with duns | tv show | college | church | mountain dew,"","Church dismissal with Jessie, walk back with Sophie, I think Mary has a boyfriend, Duns walk, Duns said I should wear mask outside, no berry monsoon with Emeley, pizza from Mom, Buccs destroy Chiefs in SB, gave Chris leftover pizza"
2021-02-06,Feb 6,Saturday,10:53 PM,Solid,work | friends | reading | gaming | tv show | college | chest / core | mountain dew,"","Thought I might have Covid when waking up, productive morning did COSC project 1, double work shift, I might have feelings for Raina, don’t want a Caitlin problem pt 2, Inception Movie"
2021-02-05,Feb 5,Friday,10:37 PM,okay,friends | gaming | school | tv show | college | chest / core | gym,"","Unfocused in school, service learning forms, MJ in 2k, plan to get Dew with Emeley"
2021-02-04,Feb 4,Thursday,9:30 PM,Solid,friends | reading | tv show | college | biking | chest / core | gym | rcia  | quiet time | mountain dew | double dinner  | Sleep > 9,"","Life purpose should be on God not on a girlfriend walking back from gym, Didn’t talk to Mary, wore boots but no snow, grilled cheese and merry mashup, comp sci lab in 15 minutes, talked to Sophie after RCIA showed her how I got into Maryville"
2021-02-03,Feb 3,Wednesday,9:27 PM,okay,work | friends | reading | gaming | school | tv show | college | chest / core | mountain dew | double dinner ,"","Raina has a boyfriend, listerine shots for 2k, Liberty Brew"
2021-02-02,Feb 2,Tuesday,9:18 PM,okay,work | friends | reading | gaming | school | tv show | college | chest / core | run | gym | rcia ,"","I think I like Raina over Mary, almost vaccinated had to run, virtual dinner event was a bust, idk how I feel about Raina, beholders #1"
2021-02-01,Feb 1,Monday,9:16 PM,good,friends | reading | gaming | school | tv show | college | chest / core | gym | double dinner ,"","Talked more with Raina and got Snapchat, plan on going to O’Donnell event, liking two girls at the same time?, finished Church of Cowards, Jacob making friend pictures into girls,"
2021-01-31,Jan 31,Sunday,8:54 PM,okay,work | friends | reading | gaming | tv show | college | church | mountain dew | double dew,"","Girard good note taking in morning, rite of acceptance catechumen, OG and Merry Mashup, girls car stuck in snow, Ad Astra, walking to work fun with snow and music "
2021-01-30,Jan 30,Saturday,10:14 PM,almost Rad,work | friends | gaming | tv show | college | chest / core | gym | mountain dew | double dew | Sleep > 9,"","EDUC essay, football with Steve and Brandon, It’s Good It’s Good part 2, talk with guy on bus stop about SB, watched the Quiet Place"
2021-01-29,Jan 29,Friday,10:39 PM,Solid,friends | gaming | school | tv show | college | chest / core | gym | double dinner ,"","Met Raina after math class, “high” at 1 o’clock, walk with Peter"
2021-01-28,Jan 28,Thursday,9:16 PM,Solid,friends | reading | gaming | school | tv show | college | biking | chest / core | gym | rcia  | quiet time | mountain dew | double dinner ,"","Talked to Mary after class 😊, overwhelmed with everything I have to do, talked to Emely "
2021-01-27,Jan 27,Wednesday,8:57 PM,okay,friends | reading | gaming | school | tv show | college | chest / core | gym | no sugary treats | double dinner ,"","Gym with Jon, reading in philosophy, really tired again, discipline the Ewoks, Anthony came over to talk to Jon, story about mugging "
2021-01-26,Jan 26,Tuesday,8:55 PM,good,work | friends | reading | gaming | school | tv show | college | biking | chest / core | gym | quiet time | double dinner ,"","Snowing all day, first day Theo, gut feeling about Mary, lots of reading between Theo and Phil, Haggerty Museum, asked Jude to be sponsor "
2021-01-25,Jan 25,Monday,9:07 PM,Solid,work | friends | gaming | school | tv show | college | chest / core | gym | quiet time | mountain dew | no sugary treats | double dinner  | Sleep < 7,"","First day of classes, out early in comp sci, double dinner, tired drunk call Cameron Jude "
2021-01-24,Jan 24,Sunday,9:07 PM,Solid,friends | gaming | college | church | mountain dew,"","Football in snow with Jon and Steve, Packers lost in playoffs, Church online, merry mashup, Chiefs going to SB"
2021-01-23,Jan 23,Saturday,11:19 PM,Solid,family | friends | reading | gaming | home | college | chest / core | quiet time | mountain dew | Sleep < 7,"","Flight to college, Kopps with Jon and his friend Mark, talked with Jon a lot"
2021-01-22,Jan 22,Friday,7:29 PM,okay,family | reading | gaming | tv show | home | chest / core | quiet time,"","Aimless drive around after Starbucks including Caitlins house, very scary driving by, “Friend,Please”, pranking Jude by making it seem like I was in Milwaukee, getting ready for flight"
2021-01-21,Jan 21,Thursday,8:52 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | quiet time | mountain dew,"","Read ch 1 of EDUC class, Ralph’s Stamps, Lorentz email, very bored, Star Trek Into Darkness"
2021-01-20,Jan 20,Wednesday,9:31 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | quiet time,"","Cameron balls got hurt, Lots of 2k, talk with Steve, bet about parents thinking oral loses virginity, new Weezer song “All my Favorite Songs”"
2021-01-19,Jan 19,Tuesday,9:23 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | quiet time,"","Very windy day fence fell apart, masters degrees info meeting, email to QI solutions, watched 2016 Star Trek"
2021-01-18,Jan 18,Monday,9:33 PM,good,family | friends | reading | gaming | tv show | home | chest / core | quiet time,"","Bad dream about Caitlin, good connection with God, call from Uncle Michael, I thought Sierra was Caitlin for a second when joining Zachs vc very scary, deep questions game "
2021-01-17,Jan 17,Sunday,9:30 PM,Solid,family | friends | reading | gaming | home | church | quiet time | mountain dew,"","Officially started “quiet time”, started Matt Walsh’s Christian book, playoff games, Julie arrived, talk with Cameron about not being invincible and growing up, major melon"
2021-01-16,Jan 16,Saturday,10:20 PM,Solid,family | friends | gaming | home | chest / core | mountain dew | Sleep > 9,"","Caitlin status about only person making her feel loved is Koko, Packers win playoff game, Ravens Bills was so boring Lamar sucks, GTA heist didn’t work, I revert back to missing Caitlin because it’s comfortable, Maui Burst"
2021-01-15,Jan 15,Friday,8:33 PM,okay,family | friends | reading | gaming | tv show | # | home | chest / core | quiet time,"","Chick-fil-a, #3, Cringe Netflix Movie, very tired end of day time to myself"
2021-01-14,Jan 14,Thursday,10:27 PM,okay,family | friends | reading | gaming | tv show | home | biking | chest / core | mountain dew,"","Hard workout bike to Park, Run Hide Fight Movie, mental problems "
2021-01-13,Jan 13,Wednesday,10:25 PM,okay,family | friends | gaming | tv show | home | chest / core,"","Dentist and winter coat, Caitlin status about taking first step, gta bust"
2021-01-12,Jan 12,Tuesday,10:00 PM,Solid,family | friends | reading | gaming | tv show | home | chest / core | mountain dew,"","Haircut,Cyclone and Jimmy John’s with Cameron, first time hearing Caitlins voice through Zachs mic"
2021-01-11,Jan 11,Monday,10:47 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | mountain dew | Sleep > 9,"","Caitlin in foster care, she sent text to Jude to thank me, post office, Jude has feelings for Kyan, texted Zach about foster care, Cherry Citrus"
2021-01-10,Jan 10,Sunday,9:00 PM,Solid,family | friends | reading | gaming | home | church | mountain dew | Sleep < 7,"","Cameron’s present of Dews, playoff games, limiting use of phone and social media, better mental state today"
2021-01-09,Jan 9,Saturday,11:45 PM,Solid,family | friends | gaming | # | home | chest / core | mountain dew,"","No Cyclone, Wild Card games, Heineke almost clutch, GTA with Cameron, #2"
2021-01-08,Jan 8,Friday,10:57 PM,good,family | friends | reading | gaming | tv show | home | chest / core | mountain dew,"","2k content release,beans and Major Melon shopping, pizza went with Dad to pick up. Among Us Night voice messing around a lot"
2021-01-07,Jan 7,Thursday,10:18 PM,meh,family | friends | reading | gaming | tv show | home | biking | chest / core,"","Chipotle, Really bored, almost #2, GTA night "
2021-01-06,Jan 6,Wednesday,9:47 PM,meh,family | friends | reading | gaming | tv show | # | home | chest / core,"","Capital Building stormed, 13 likes on OkCupid, Jos lost his shit on media channel, #1, Watched Man of Steel, The Divine Coord"
2021-01-05,Jan 5,Tuesday,9:09 PM,okay,family | friends | reading | gaming | tv show | home | biking | chest / core,"","Looking for Dew, Cyclone and speedway, biked to park to read, tried okCupid did not go well"
2021-01-04,Jan 4,Monday,10:29 PM,okay,family | friends | reading | gaming | tv show | home | chest / core,"","Angry at coding, walk to the park good weather, Dark Knight Rises, Joey didn’t answer discord "
2021-01-03,Jan 3,Sunday,9:37 PM,Solid,family | friends | reading | gaming | tv show | home | church,"","Thinking about online dating not convinced yet, week 17 football, The Dark Knight"
2021-01-02,Jan 2,Saturday,9:23 PM,okay,family | friends | reading | gaming | tv show | home | biking | chest / core | mountain dew | Sleep > 9,"","Windy bike ride, threw up water, aunt Jen and Uncle Steve left, losing in Fortnite lots, Batman Begins Movie"
2021-01-01,Jan 1,Friday,8:34 PM,okay,family | reading | gaming | tv show | home | chest / core | church | mountain dew | Sleep < 7,"","Church at Saint Boni first time, lots of How I Met Your Mother, college Football, Violet"
2020-12-31,Dec 31,Thursday,9:06 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core | mountain dew | double dew,"","#11, finished 2020 video, Fortnite, Trader Joe’s run, MerryMashup, Frosbite, Violet, New Years Eve, Jackbox, nostalgia for 2020"
2020-12-30,Dec 30,Wednesday,10:58 PM,good,family | friends | reading | gaming | coding  | tv show | home | chest / core | ultimate frisbee | mountain dew,"","Frisbee with Cameron Zach Dylan, Fortnite, aunt Jen and Uncle Steve came, working on 2020 videos"
2020-12-29,Dec 29,Tuesday,11:26 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core | mountain dew,"","Eye doctor, went to shoe store and jacket store with Mom, 5 guys,Merry Mashup, lots of Fortnite with Zach Cameron Jacob, Sep and Oct of 2020 video private "
2020-12-28,Dec 28,Monday,9:43 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core | mountain dew,"","Rain canceled frisbee, monger shirt, went to Vons to get milk, late night walk, missing Caitlin "
2020-12-27,Dec 27,Sunday,10:03 PM,okay,friends | reading | gaming | tv show | home | church | mountain dew,"","Couldn’t understand priest at church gotta find new one, football all day, fantasy championships"
2020-12-26,Dec 26,Saturday,11:25 PM,good,family | friends | reading | gaming | tv show | home | chest / core | mountain dew,"","Fortnite with Zach, walk with whole family, cherry citrus, jackbox with the boys, snapped Kyan, #10"
2020-12-25,Dec 25,Friday,9:12 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | mountain dew,"","Jude’s Dads Dews, Merry Mashup, Katie new iPhone, gift to Cameron reaction, uncle David left, feeling lonely, really weird mood"
2020-12-24,Dec 24,Thursday,11:20 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core | church,"","Took a walk to Africa, Christmas mass outside with Uncle David, #9, Ziggy and Smoky playing "
2020-12-23,Dec 23,Wednesday,10:44 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core,"","Cameron gift to sister went wrong, almost did #9, I haven’t been very talkative to family especially uncle David"
2020-12-22,Dec 22,Tuesday,10:52 PM,okay,family | friends | reading | gaming | coding  | tv show | home | biking | chest / core | mountain dew,"","Knee pain after bike ride, finished War Storm book, Walmart and Chick-fil-A with Mom, Voltage, fantasy NBA draft, opening day for basketball "
2020-12-21,Dec 21,Monday,10:23 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core,"","Dropped off Cameron’s present at Joeys and Livewire for Chen, I made it to championship 3/5 fantasy leagues thanks to Bengals beating Steelers, worked on April and May video "
2020-12-20,Dec 20,Sunday,11:12 PM,okay,family | friends | gaming | tv show | home | church | mountain dew | double dew,"","Uncle David home, new cat,NFL, Fortnite Jude Cameron got little toxic"
2020-12-19,Dec 19,Saturday,9:05 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | ultimate frisbee | mountain dew,"","Binging How I Met Your Mother, threw frisbee with Dad really wanted to play with people playing ultimate, group text ignored second straight time, tempted by online dating "
2020-12-18,Dec 18,Friday,11:20 PM,okay,family | friends | reading | gaming | tv show | home | chest / core | ultimate frisbee,"","Threw frisbee at park by myself, In-n-out with Katie, voice activation Among Us, N-Word graph "
2020-12-17,Dec 17,Thursday,11:55 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core | run | mountain dew | double dew,"","Run at the park negative splits 59 56 55 54, frostbite and MerryMashup, Fortnite, Bitelife a lot, March part of private video, #8"
2020-12-16,Dec 16,Wednesday,9:55 PM,okay,family | friends | reading | gaming | coding  | tv show | home | chest / core,"","Put Cosmo down, shipped VooDew to Jude, walked to the UPS, started watching How I Met Your Mother, 2020 trailer"
2020-12-15,Dec 15,Tuesday,11:30 PM,okay,family | friends | reading | gaming | coding  | home | biking | chest / core | mountain dew,"","Cosmo will be put down tomorrow, Trader Joe’s trip, Bit Life, Fortnite with Cameron Zach JUDE"
2020-12-14,Dec 14,Monday,10:39 PM,okay,family | friends | reading | gaming | coding  | home | chest / core | mountain dew | double dew,"","Started Java, KFC Sweet lighting, mic came, Ravens vs Browns, Mandela Effect movie "
2020-12-13,Dec 13,Sunday,9:13 PM,okay,family | friends | reading | gaming | home | church,"","NFL teams I wanted to win won, Packers have 1 seed now, Chipotle with Mom, and worked on 2020 project, listened a lot to Pray4U and Goodbye bye bye"
2020-12-12,Dec 12,Saturday,11:26 PM,good,family | friends | reading | gaming | home | chest / core | run | mountain dew,"","Dream about dying in plane crash,Frustrating morning, run at hunsinger park, new iPhone 12, Katie getting phone big surprise, Minecraft with Freddy, FaceTime JUDE and Kyan, custom ring and text tones "
2020-12-11,Dec 11,Friday,10:56 PM,okay,family | friends | reading | gaming | home | chest / core,"","Mexican place for dinner, Among Us Jacob got triggered by trolling, backing up iPhone "
2020-12-10,Dec 10,Thursday,10:54 PM,okay,family | friends | reading | gaming | home | biking | chest / core,"","Windy bike ride again, built exterior of Mc house, Ricardo the Zombie, hung out with Dylan in first time in a while, worked on private video January"
2020-12-09,Dec 9,Wednesday,10:46 PM,okay,family | friends | reading | gaming | school | tv show | home | chest / core | mountain dew,"","Math final, Liberty brew, Camarillo Walmart and park pictures, Mc and 2k with friends, vc with Chen and Edward, Last Man on Earth, #6"
2020-12-08,Dec 8,Tuesday,9:14 PM,meh,family | reading | gaming | home | biking | chest / core,"","dream about reconnecting with Caitlin, Covid fest in morning, much frustration, bikes to UPS wind made it very difficult felt like death, productive studying until lunch, talk with Steve, studying stopped working, bad mood, watched Ant Man, started working on 2020 private, ghosted friends all day"
2020-12-07,Dec 7,Monday,8:23 PM,meh,family | friends | reading | gaming | home | chest / core,"","Went to get Covid test and Dollar General, both busts, Studied for math feel unmotivated, Mc realm, feel tired and bored, worked on 2020 video, watched Star Trek"
2020-12-06,Dec 6,Sunday,10:06 PM,okay,family | friends | gaming | home | church | mountain dew,"","January part of 2020 the Video, Football Sunday, Threw football with Dad, Started Mc realm, really tired makes me high and think of Caitlin"
2020-12-05,Dec 5,Saturday,8:11 PM,okay,family | friends | reading | gaming | home | biking | chest / core | mountain dew,"","Travel back home got up at 3:10, saw parents for first time in a while, Liberty Dew,PetSmart and Walmart, super tired, Cosmo dying, memories of Caitlin in this house"
2020-12-04,Dec 4,Friday,10:00 PM,rad,friends | gaming | chest / core | mountain dew,"","Metro into DC, walked with Jude looking at monuments, electric scooters, Pentagon bust, Sams Club Berry Monsoon was amazing, Watered down sweet lighting, texted Emely some, last family prayer "
2020-12-03,Dec 3,Thursday,11:16 PM,okay,friends | gaming | chest / core | mountain dew | double dew,"","Violet and Cyclone, THEO essay, drive to get Philichesestake, Marigolds song, 2020 the Video start"
2020-12-02,Dec 2,Wednesday,1:03 AM,good,friends | school | chest / core | mountain dew | double dew,"","Triple Dew: Baja, VooDew, Violet, Chick-fil-A and Baja, COSC final, lots of 2k, reading old Discord messages about Caitlin, edited Emely’s essay"
2020-12-01,Dec 1,Tuesday,11:45 PM,good,friends | gaming | tv show | chest / core | mountain dew | double dew,"","Maui, Merry Mashup, Pictures with Jude, Spotify Wrap Up, messaged Molly(insta) and Everest(snap)"
2020-11-30,Nov 30,Monday,11:30 PM,good,friends | squats | tv show | chest / core | mountain dew,"","Watched more of The Boys, thrift shopping, Southern Shock, Dollar General runs, Jude’s gift"
2020-11-29,Nov 29,Sunday,11:05 PM,okay,friends | tv show | church | mountain dew,"","Jude’s Mom birthday, mango lime, COSC final report, NFL, The Boys TV show"
2020-11-28,Nov 28,Saturday,11:09 PM,good,friends | gaming | chest / core | ultimate frisbee | run | mountain dew,"","Finished Ventura video, Korean BBQ with Jude Carey Grace, fake Solar Flare, Black Cherry, Tamales, I really like family prayer, watched Tropic Thunder, looking at old messages from Caitlin 1 year ago "
2020-11-27,Nov 27,Friday,11:53 PM,okay,friends | gaming | chest / core | mountain dew | double dew,"","Worked on ENG video for a while, went to Kohl’s and Sheets for Goji Strawberry, barbecue, Mandolorean Asoka episode, the Interview, Koreans are hot "
